,ACCT_ID_M,CUST_ID,STREAMING_SERVICE,ACCT_TYPE,SERVICE_TYPE,CONT_TENURE_MTHS,CUSTOMER_AGE,NUM_CUSTOMER_BILLABLE_ACCOUNTS,CONSUME_SPORTS_SUBSIDISED,TOTAL_DISCOUNT_PERCENT
2297266,23471191,166730816,STAN,INDIVIDUAL,SPORTS,16,23.0,2,0,13
2157360,21303265,161061191,AMAZON PRIME,INDIVIDUAL,SPORTS,35,47.0,2,0,0
541024,20271565,125952974,NETFLIX,FAMILY ACCT,SPORTS,45,,1,0,0
430578,11390699,3113480,NETFLIX,INDIVIDUAL,ENTERTAINMENT,110,50.0,2,0,16
991085,24018235,167806964,NETFLIX,INDIVIDUAL,SPORTS,14,47.0,2,0,0
2337480,4431401,1297835,NETFLIX,INDIVIDUAL,ENTERTAINMENT,112,43.0,1,0,0
1386486,1406183,5931002,NETFLIX,INDIVIDUAL,ENTERTAINMENT,73,40.0,2,0,17
2075633,23104831,11957063,NETFLIX,INDIVIDUAL,ENTERTAINMENT,19,46.0,2,0,8
1532303,13117197,3933512,STAN,INDIVIDUAL,SPORTS,79,60.0,2,0,14
1425537,24438975,11997092,STAN,INDIVIDUAL,ENTERTAINMENT,9,42.0,2,0,0
731723,20603481,124427441,NETFLIX,INDIVIDUAL,ENTERTAINMENT,41,38.0,2,0,8
216894,7300619,11831561,DISNEY,INDIVIDUAL,SPORTS,96,62.0,2,0,10
1576929,2454249,7183202,NETFLIX,INDIVIDUAL,SPORTS,111,46.0,2,0,0
1229300,25365669,173880629,STAN,INDIVIDUAL,SPORTS,2,47.0,1,0,0
152186,4952625,6986201,AMAZON PRIME,INDIVIDUAL,SPORTS,81,48.0,2,1,12
1000464,12540721,13104413,STAN,INDIVIDUAL,SPORTS,148,60.0,2,0,0
1513706,16941941,14264708,NETFLIX,INDIVIDUAL,SPORTS,68,54.0,1,0,0
825294,24865277,170765696,NETFLIX,INDIVIDUAL,ENTERTAINMENT,5,33.0,2,0,16
380549,17074023,20188244,STAN,INDIVIDUAL,ENTERTAINMENT,69,32.0,2,0,0
1085499,24636309,165640148,NETFLIX,INDIVIDUAL,SPORTS,7,30.0,4,0,0
1705610,1754991,2165456,NETFLIX,INDIVIDUAL,ENTERTAINMENT,112,45.0,2,0,4
1993622,18186031,13033775,STAN,INDIVIDUAL,SPORTS,60,55.0,2,1,14
1293328,17141131,20243561,STAN,INDIVIDUAL,ENTERTAINMENT,76,44.0,2,0,14
2202513,23679061,167111363,STAN,INDIVIDUAL,SPORTS,15,59.0,2,1,13
174974,19966327,124451990,NETFLIX,INDIVIDUAL,SPORTS,44,60.0,1,0,0
289876,16365931,11507924,NETFLIX,FAMILY ACCT,SPORTS,102,,1,0,0
292034,20864847,69208349,STAN,INDIVIDUAL,ENTERTAINMENT,39,31.0,2,0,12
1521598,22699287,4517498,NETFLIX,INDIVIDUAL,SPORTS,22,40.0,2,0,0
1226733,8197563,12971519,STAN,INDIVIDUAL,SPORTS,112,70.0,2,0,0
108830,14742741,3217100,NETFLIX,INDIVIDUAL,SPORTS,80,53.0,1,0,17
2255663,20609135,69446540,STAN,INDIVIDUAL,SPORTS,41,46.0,1,0,29
1394512,25020977,5453786,NETFLIX,INDIVIDUAL,SPORTS,4,32.0,1,0,0
594685,19490371,7618760,AMAZON PRIME,INDIVIDUAL,SPORTS,50,49.0,2,1,20
561679,21693061,14686238,NETFLIX,INDIVIDUAL,ENTERTAINMENT,31,55.0,4,0,8
1089845,12549151,11665340,AMAZON PRIME,INDIVIDUAL,ENTERTAINMENT,82,53.0,2,0,7
376534,11024439,15435719,NETFLIX,INDIVIDUAL,SPORTS,112,64.0,1,1,0
25999,3177459,6159242,NETFLIX,INDIVIDUAL,SPORTS,76,75.0,2,0,18
1098935,5055721,11681189,NETFLIX,INDIVIDUAL,SPORTS,110,72.0,2,0,12
501627,22504697,18995615,NETFLIX,INDIVIDUAL,SPORTS,24,63.0,1,0,0
574143,11611431,5372807,STAN,INDIVIDUAL,ENTERTAINMENT,101,50.0,2,0,14
2050519,9660223,13480781,NETFLIX,INDIVIDUAL,ENTERTAINMENT,110,61.0,2,0,12
1939480,8969223,14031770,STAN,INDIVIDUAL,SPORTS,71,56.0,2,1,0
1365555,16758679,15542144,NETFLIX,INDIVIDUAL,SPORTS,107,69.0,2,0,3
1567061,21654479,162025820,STAN,INDIVIDUAL,SPORTS,31,52.0,2,0,0
938552,25425249,22497785,NETFLIX,INDIVIDUAL,SPORTS,1,30.0,2,0,0
1757462,20211421,120294728,NETFLIX,INDIVIDUAL,ENTERTAINMENT,36,67.0,2,0,20
1657909,14322189,16280780,NETFLIX,INDIVIDUAL,SPORTS,94,44.0,2,1,0
939682,23890435,5794565,STAN,INDIVIDUAL,ENTERTAINMENT,13,41.0,2,0,33
1798225,24305083,17258909,DISNEY,INDIVIDUAL,SPORTS,10,83.0,1,0,0
910815,4559859,12448466,NETFLIX,INDIVIDUAL,ENTERTAINMENT,111,71.0,2,0,0
1581203,23343133,166456433,STAN,INDIVIDUAL,ENTERTAINMENT,17,52.0,2,0,13
1646491,19778083,9329510,DISNEY,INDIVIDUAL,SPORTS,48,62.0,1,0,28
1203647,13996237,996728,NETFLIX,INDIVIDUAL,SPORTS,111,,1,0,0
864739,24204797,168392618,NETFLIX,INDIVIDUAL,ENTERTAINMENT,11,47.0,2,0,16
909426,2624165,5533226,STAN,INDIVIDUAL,SPORTS,113,44.0,2,0,38
1017643,20354545,7094027,STAN,INDIVIDUAL,ENTERTAINMENT,44,73.0,1,0,28
551817,24699345,165641081,NETFLIX,INDIVIDUAL,SPORTS,6,25.0,3,0,0
516323,23993691,14989043,NETFLIX,INDIVIDUAL,ENTERTAINMENT,13,45.0,2,0,17
1691497,23369643,166540205,NETFLIX,INDIVIDUAL,SPORTS,17,42.0,2,0,19
297976,25434091,9250757,NETFLIX,INDIVIDUAL,SPORTS,1,,2,0,0
2253920,15719475,19292948,STAN,INDIVIDUAL,SPORTS,147,84.0,2,0,0
1871631,24565681,1482062,NETFLIX,INDIVIDUAL,SPORTS,7,32.0,3,0,0
1740332,2771069,5121377,NETFLIX,INDIVIDUAL,SPORTS,112,49.0,1,0,7
1856573,24148525,168181916,NETFLIX,INDIVIDUAL,SPORTS,10,33.0,2,0,0
431799,9017609,10268603,NETFLIX,INDIVIDUAL,SPORTS,112,70.0,2,0,0
2171091,9488251,18261311,STAN,FAMILY ACCT,SPORTS,147,,1,0,3
584713,21656461,162039197,NETFLIX,INDIVIDUAL,SPORTS,31,32.0,2,1,0
1183022,5267107,8635907,STAN,INDIVIDUAL,ENTERTAINMENT,139,78.0,2,0,28
1444148,14897777,7213382,NETFLIX,INDIVIDUAL,SPORTS,111,60.0,2,0,12
856972,6693679,10383431,NETFLIX,INDIVIDUAL,SPORTS,88,41.0,2,0,0
1860739,17254215,20352716,NETFLIX,INDIVIDUAL,SPORTS,67,,2,0,18
1779215,24157859,168197609,NETFLIX,INDIVIDUAL,SPORTS,11,65.0,1,0,0
2125255,10580495,8122010,NETFLIX,INDIVIDUAL,SPORTS,112,75.0,2,0,28
126275,3565683,8375156,STAN,INDIVIDUAL,SPORTS,100,53.0,2,0,36
1655753,3443791,3293558,STAN,FAMILY ACCT,SPORTS,147,,1,0,0
1173549,21040853,155580863,STAN,INDIVIDUAL,SPORTS,37,35.0,1,1,0
1231397,25364635,173876687,NETFLIX,INDIVIDUAL,SPORTS,2,29.0,1,0,0
1712800,7650445,4052402,STAN,INDIVIDUAL,SPORTS,89,81.0,2,0,0
249502,12218749,6546248,NETFLIX,INDIVIDUAL,SPORTS,110,59.0,2,1,26
1596183,23631711,20084189,NETFLIX,INDIVIDUAL,SPORTS,15,39.0,2,0,0
2176423,6170857,3816131,NETFLIX,FAMILY ACCT,SPORTS,112,,1,0,18
1529733,18827793,14308703,NETFLIX,INDIVIDUAL,ENTERTAINMENT,54,34.0,2,0,0
24348,14529653,18402056,AMAZON PRIME,INDIVIDUAL,SPORTS,135,42.0,1,0,20
512567,19036747,15731615,DISNEY,INDIVIDUAL,SPORTS,53,83.0,1,0,28
1065415,24880921,170576387,STAN,INDIVIDUAL,SPORTS,5,27.0,2,0,0
1186109,1066181,5480471,STAN,INDIVIDUAL,ENTERTAINMENT,102,50.0,2,0,22
185413,24558441,169371029,STAN,INDIVIDUAL,ENTERTAINMENT,7,23.0,2,0,24
236624,17769685,11675657,NETFLIX,INDIVIDUAL,ENTERTAINMENT,63,83.0,2,0,8
1567931,17556273,20621048,NETFLIX,INDIVIDUAL,SPORTS,65,41.0,1,0,0
1635254,25156661,173432351,NETFLIX,INDIVIDUAL,SPORTS,3,50.0,1,0,0
341594,19703711,22470911,NETFLIX,INDIVIDUAL,SPORTS,49,40.0,2,0,0
225256,21741851,8695634,PARAMOUNT,INDIVIDUAL,SPORTS,31,38.0,1,0,13
2105126,11628029,5310311,STAN,INDIVIDUAL,SPORTS,111,65.0,1,0,25
2235605,15997573,1449935,NETFLIX,INDIVIDUAL,SPORTS,111,53.0,2,1,15
1542416,25416661,2555384,DISNEY,INDIVIDUAL,SPORTS,1,65.0,1,0,0
1729398,24331293,168743750,NETFLIX,INDIVIDUAL,SPORTS,10,59.0,1,0,0
2208337,21116131,8089544,STAN,INDIVIDUAL,SPORTS,38,35.0,2,1,0
2311249,20255323,10304102,DISNEY,INDIVIDUAL,SPORTS,43,71.0,1,1,21
919406,25479243,123941552,NETFLIX,INDIVIDUAL,SPORTS,4,74.0,1,0,0
918417,25244721,11674847,NETFLIX,INDIVIDUAL,SPORTS,3,40.0,1,0,0
992221,25546767,174322490,STAN,INDIVIDUAL,ENTERTAINMENT,0,42.0,2,0,12
350526,24685129,167612360,STAN,INDIVIDUAL,ENTERTAINMENT,7,37.0,3,0,22
1293326,16496371,3519557,NETFLIX,INDIVIDUAL,ENTERTAINMENT,95,51.0,1,0,8
340749,17718349,7523468,STAN,INDIVIDUAL,SPORTS,64,30.0,2,1,0
1417314,17753553,7161983,NETFLIX,INDIVIDUAL,SPORTS,64,40.0,1,0,20
763345,20384365,126168362,NETFLIX,INDIVIDUAL,ENTERTAINMENT,53,64.0,1,0,0
1778097,2958433,4157183,STAN,INDIVIDUAL,ENTERTAINMENT,108,92.0,2,0,34
2181038,4836595,2166704,NETFLIX,INDIVIDUAL,ENTERTAINMENT,148,67.0,2,0,7
2230018,15855965,7418882,STAN,INDIVIDUAL,ENTERTAINMENT,113,84.0,1,0,33
352778,25481107,174201713,NETFLIX,INDIVIDUAL,ENTERTAINMENT,1,58.0,1,0,8
1567182,5427513,14626562,NETFLIX,INDIVIDUAL,SPORTS,110,83.0,1,0,13
1260253,18997427,69484352,NETFLIX,INDIVIDUAL,SPORTS,54,40.0,2,0,0
1559207,24319947,168729407,NETFLIX,INDIVIDUAL,SPORTS,10,29.0,1,0,0
119000,14106549,12181016,NETFLIX,INDIVIDUAL,SPORTS,111,79.0,1,0,0
1598372,24917369,170992427,STAN,INDIVIDUAL,ENTERTAINMENT,4,49.0,2,0,22
228795,671955,9152741,STAN,INDIVIDUAL,ENTERTAINMENT,144,69.0,2,0,28
895233,20673285,150933461,STAN,INDIVIDUAL,ENTERTAINMENT,41,27.0,2,0,0
1882743,22061923,20105684,STAN,INDIVIDUAL,SPORTS,27,42.0,2,0,10
1301546,11799509,7393070,STAN,INDIVIDUAL,SPORTS,146,62.0,1,0,43
360977,6714377,17407445,NETFLIX,INDIVIDUAL,SPORTS,111,78.0,1,0,30
1219790,6701515,15994868,NETFLIX,INDIVIDUAL,ENTERTAINMENT,112,68.0,2,0,8
1101928,25342471,3350576,NETFLIX,INDIVIDUAL,SPORTS,2,44.0,4,0,0
1989438,1341243,6109184,NETFLIX,INDIVIDUAL,SPORTS,111,80.0,1,0,20
598374,20646469,69633644,DISNEY,INDIVIDUAL,SPORTS,41,38.0,1,0,26
1512388,11691595,2798951,STAN,FAMILY ACCT,SPORTS,147,,3,0,0
2257480,14652315,3902135,NETFLIX,FAMILY ACCT,ENTERTAINMENT,79,,1,0,0
673094,22976223,165622916,NETFLIX,INDIVIDUAL,ENTERTAINMENT,23,44.0,2,0,8
2206074,25595339,6195626,AMAZON PRIME,INDIVIDUAL,SPORTS,1,77.0,2,1,0
1579185,24445671,18374969,NETFLIX,INDIVIDUAL,SPORTS,9,53.0,2,1,0
1972387,457883,5321291,NETFLIX,INDIVIDUAL,SPORTS,113,67.0,2,0,0
299238,15757547,3619661,AMAZON PRIME,INDIVIDUAL,SPORTS,79,36.0,2,0,22
1312513,11072639,11754440,NETFLIX,INDIVIDUAL,SPORTS,110,83.0,1,0,0
781947,10943777,19770419,NETFLIX,INDIVIDUAL,SPORTS,112,64.0,1,1,0
1126711,17031087,20150651,NETFLIX,INDIVIDUAL,ENTERTAINMENT,69,33.0,2,0,8
2220454,25573511,174353486,STAN,INDIVIDUAL,ENTERTAINMENT,0,28.0,2,0,12
1123308,23983539,167722151,STAN,INDIVIDUAL,ENTERTAINMENT,11,33.0,2,0,0
2079924,12790673,5738309,AMAZON PRIME,INDIVIDUAL,ENTERTAINMENT,79,41.0,2,0,16
1917132,11956521,16057418,NETFLIX,FAMILY ACCT,SPORTS,110,,1,0,0
228300,6823981,16863938,STAN,INDIVIDUAL,ENTERTAINMENT,111,43.0,2,0,14
162039,13885237,12895019,NETFLIX,INDIVIDUAL,ENTERTAINMENT,111,74.0,2,0,28
584981,13311257,15847613,STAN,INDIVIDUAL,SPORTS,91,53.0,2,0,0
1558682,24908459,20537636,NETFLIX,INDIVIDUAL,ENTERTAINMENT,5,36.0,2,0,8
1789516,4948035,12595046,NETFLIX,INDIVIDUAL,SPORTS,115,89.0,1,0,20
749617,1187889,15843056,NETFLIX,INDIVIDUAL,ENTERTAINMENT,112,85.0,2,0,8
46591,4814749,3681896,NETFLIX,INDIVIDUAL,SPORTS,113,66.0,1,0,0
459403,18209547,23680316,PARAMOUNT,INDIVIDUAL,SPORTS,60,30.0,1,0,11
968543,22064091,163200224,NETFLIX,INDIVIDUAL,ENTERTAINMENT,28,31.0,2,0,8
2165822,24829295,170558495,NETFLIX,INDIVIDUAL,ENTERTAINMENT,5,28.0,2,0,0
2288389,6924915,13034483,STAN,INDIVIDUAL,SPORTS,147,61.0,1,0,6
1392044,10286961,8999855,NETFLIX,INDIVIDUAL,SPORTS,112,56.0,1,1,20
1716826,19478181,119571146,DISNEY,INDIVIDUAL,SPORTS,49,48.0,1,1,28
1385283,17882795,22430447,STAN,INDIVIDUAL,SPORTS,63,31.0,2,0,25
233509,4581433,13521758,NETFLIX,INDIVIDUAL,SPORTS,76,66.0,2,0,17
569083,22979647,1435265,NETFLIX,INDIVIDUAL,SPORTS,20,61.0,3,0,0
100341,13763643,8640476,NETFLIX,INDIVIDUAL,SPORTS,112,38.0,1,0,0
149358,24177901,168274034,STAN,INDIVIDUAL,ENTERTAINMENT,10,86.0,2,0,26
164841,25273271,173667197,STAN,INDIVIDUAL,SPORTS,2,54.0,2,0,0
2207871,9222763,16090343,NETFLIX,INDIVIDUAL,SPORTS,111,81.0,2,0,0
509819,3554413,7351439,STAN,INDIVIDUAL,SPORTS,104,45.0,2,1,0
1557763,5167623,12749504,AMAZON PRIME,INDIVIDUAL,SPORTS,127,55.0,2,0,20
368771,23895021,6001700,STAN,INDIVIDUAL,ENTERTAINMENT,13,62.0,2,0,34
892581,1145843,15556088,NETFLIX,INDIVIDUAL,SPORTS,112,72.0,1,0,0
1154710,17780815,22349972,NETFLIX,INDIVIDUAL,SPORTS,63,46.0,1,1,0
2072623,5584239,17861411,STAN,INDIVIDUAL,ENTERTAINMENT,147,55.0,1,0,13
1375018,21929749,162871313,STAN,INDIVIDUAL,SPORTS,29,49.0,2,0,25
1920427,310923,17733716,NETFLIX,INDIVIDUAL,SPORTS,112,81.0,1,0,0
136963,22157631,163429847,STAN,INDIVIDUAL,SPORTS,27,37.0,2,0,0
1676044,1452389,10569170,NETFLIX,INDIVIDUAL,SPORTS,73,51.0,2,0,20
1107100,3902173,14796020,DISNEY,INDIVIDUAL,SPORTS,103,35.0,1,0,16
686939,22092997,1170200,NETFLIX,INDIVIDUAL,SPORTS,27,41.0,2,0,0
323667,19514321,119664512,STAN,INDIVIDUAL,SPORTS,50,65.0,2,0,34
1212962,21635119,18844214,NETFLIX,INDIVIDUAL,ENTERTAINMENT,32,39.0,4,0,18
1163841,10985389,4640246,STAN,INDIVIDUAL,ENTERTAINMENT,82,72.0,2,0,34
1053511,18611643,69159275,STAN,INDIVIDUAL,SPORTS,57,63.0,2,0,10
2294435,24877763,170781239,NETFLIX,INDIVIDUAL,SPORTS,4,30.0,2,0,0
179651,13361023,6906641,NETFLIX,INDIVIDUAL,SPORTS,112,,1,0,0
261504,25093857,173309063,NETFLIX,INDIVIDUAL,ENTERTAINMENT,3,36.0,2,0,16
2197088,7439363,15840368,NETFLIX,INDIVIDUAL,SPORTS,112,61.0,2,0,0
1690968,25420161,174107408,STAN,INDIVIDUAL,ENTERTAINMENT,3,62.0,2,0,12
1052339,8999947,2884910,NETFLIX,INDIVIDUAL,ENTERTAINMENT,112,60.0,2,0,28
1845726,18523541,6274667,STAN,INDIVIDUAL,SPORTS,58,76.0,2,0,0
2235697,10513095,14164475,STAN,INDIVIDUAL,SPORTS,147,49.0,2,0,0
2175030,16256107,17781326,NETFLIX,INDIVIDUAL,SPORTS,113,73.0,2,0,0
1659334,8884843,10163396,NETFLIX,INDIVIDUAL,SPORTS,113,82.0,1,1,4
2105737,4898321,8928251,NETFLIX,INDIVIDUAL,SPORTS,113,84.0,1,0,17
989489,10181225,10310642,STAN,INDIVIDUAL,ENTERTAINMENT,148,66.0,2,0,34
254356,8040587,2902268,NETFLIX,INDIVIDUAL,ENTERTAINMENT,111,76.0,2,0,4
143370,12045875,2944436,STAN,INDIVIDUAL,ENTERTAINMENT,147,66.0,2,0,13
1208717,2363097,16420532,NETFLIX,FAMILY ACCT,SPORTS,112,89.0,1,0,0
1514213,5614945,17175839,NETFLIX,INDIVIDUAL,SPORTS,105,44.0,2,0,12
565899,14095897,6536549,NETFLIX,INDIVIDUAL,SPORTS,84,37.0,1,0,18
712337,13843411,17321762,STAN,INDIVIDUAL,ENTERTAINMENT,147,72.0,2,0,16
1231855,24229407,704138,STAN,INDIVIDUAL,SPORTS,10,49.0,2,0,0
257122,24551863,69243125,STAN,INDIVIDUAL,ENTERTAINMENT,8,50.0,4,0,25
482788,5041861,5713844,NETFLIX,INDIVIDUAL,ENTERTAINMENT,99,40.0,2,0,10
367211,24680033,169917410,NETFLIX,INDIVIDUAL,ENTERTAINMENT,7,34.0,2,0,0
560522,19933481,124423619,STAN,INDIVIDUAL,ENTERTAINMENT,45,59.0,2,0,0
1164062,19034681,69572195,NETFLIX,FAMILY ACCT,SPORTS,53,,1,0,22
2032975,22307531,10203488,NETFLIX,INDIVIDUAL,SPORTS,26,60.0,2,0,17
1440714,11054347,15545039,STAN,INDIVIDUAL,ENTERTAINMENT,112,75.0,2,0,28
1914889,20951797,19493072,NETFLIX,INDIVIDUAL,ENTERTAINMENT,38,63.0,2,0,8
1849256,15049595,16190087,STAN,INDIVIDUAL,ENTERTAINMENT,147,53.0,2,0,0
2285028,13592921,6303383,NETFLIX,INDIVIDUAL,ENTERTAINMENT,133,79.0,2,0,12
620116,3257141,1374116,STAN,INDIVIDUAL,SPORTS,91,59.0,2,0,38
1656055,369709,18579755,NETFLIX,INDIVIDUAL,SPORTS,113,77.0,1,0,24
1583237,2922885,10514363,STAN,INDIVIDUAL,ENTERTAINMENT,124,44.0,2,0,28
992547,23821937,69355889,NETFLIX,INDIVIDUAL,SPORTS,12,81.0,1,0,17
1913194,12011261,5024648,NETFLIX,INDIVIDUAL,SPORTS,111,78.0,1,0,0
1412997,23867463,163033130,STAN,INDIVIDUAL,SPORTS,13,31.0,2,0,14
1970556,1070235,19799078,NETFLIX,INDIVIDUAL,SPORTS,112,77.0,1,0,17
1217508,16219673,13454438,NETFLIX,INDIVIDUAL,ENTERTAINMENT,110,57.0,2,0,19
499067,23229923,166208003,STAN,INDIVIDUAL,SPORTS,18,52.0,2,1,0
1905731,22551125,163162400,STAN,INDIVIDUAL,ENTERTAINMENT,24,32.0,2,0,11
16230,7359787,16124612,NETFLIX,INDIVIDUAL,SPORTS,113,76.0,1,0,0
848162,25035679,173133770,STAN,INDIVIDUAL,ENTERTAINMENT,3,36.0,2,0,22
1623433,7688365,15613043,STAN,INDIVIDUAL,SPORTS,148,57.0,3,0,0
631971,11285031,10734365,STAN,INDIVIDUAL,ENTERTAINMENT,97,43.0,2,0,13
1244970,717793,5563676,STAN,INDIVIDUAL,SPORTS,76,48.0,2,1,0
780997,7299229,9686441,NETFLIX,INDIVIDUAL,SPORTS,113,101.0,1,0,0
808447,25083825,8897318,NETFLIX,INDIVIDUAL,SPORTS,4,89.0,1,0,0
445072,22119593,163354517,STAN,INDIVIDUAL,ENTERTAINMENT,27,31.0,2,0,27
277926,24836085,20457869,NETFLIX,INDIVIDUAL,SPORTS,5,38.0,4,0,0
354214,7663377,6598205,NETFLIX,INDIVIDUAL,SPORTS,103,86.0,1,0,0
1257307,20508757,8153885,NETFLIX,INDIVIDUAL,ENTERTAINMENT,42,51.0,2,0,18
2184205,23208977,166167944,NETFLIX,INDIVIDUAL,ENTERTAINMENT,18,30.0,2,0,22
1677519,21193583,17481959,NETFLIX,FAMILY ACCT,SPORTS,36,,1,0,21
1548445,17551343,20624837,NETFLIX,INDIVIDUAL,SPORTS,65,69.0,1,0,0
55009,25150077,4831313,NETFLIX,INDIVIDUAL,SPORTS,4,36.0,1,0,0
83183,21383139,152599454,NETFLIX,INDIVIDUAL,SPORTS,34,32.0,2,0,0
629602,18331441,7178288,NETFLIX,INDIVIDUAL,ENTERTAINMENT,59,49.0,2,0,18
239325,23925979,167614559,NETFLIX,INDIVIDUAL,SPORTS,22,23.0,1,0,0
836881,5126205,16756973,NETFLIX,INDIVIDUAL,ENTERTAINMENT,110,56.0,2,0,0
1927727,24608861,7322513,NETFLIX,INDIVIDUAL,SPORTS,12,46.0,1,0,0
365238,21401191,10610519,NETFLIX,INDIVIDUAL,SPORTS,33,54.0,2,0,0
1646511,17310263,20399849,NETFLIX,INDIVIDUAL,SPORTS,68,57.0,2,0,20
1105454,24852201,166137167,PARAMOUNT,INDIVIDUAL,SPORTS,5,29.0,4,0,0
933423,13977149,5854346,NETFLIX,INDIVIDUAL,ENTERTAINMENT,112,90.0,2,0,8
1217033,21156075,160493273,STAN,FAMILY ACCT,SPORTS,36,,1,0,5
773575,23573047,682835,NETFLIX,INDIVIDUAL,SPORTS,15,56.0,2,0,0
2320270,4112859,14517518,STAN,INDIVIDUAL,ENTERTAINMENT,142,66.0,2,0,8
928731,20573297,125321273,STAN,INDIVIDUAL,ENTERTAINMENT,42,70.0,2,0,11
1251524,25558993,174336884,NETFLIX,INDIVIDUAL,SPORTS,0,,1,0,0
48758,6857281,9460208,STAN,INDIVIDUAL,SPORTS,82,74.0,1,0,25
1678728,5550613,11693408,STAN,INDIVIDUAL,SPORTS,147,60.0,2,0,0
331929,24667247,8652074,NETFLIX,INDIVIDUAL,SPORTS,7,41.0,2,0,0
72875,19433595,69996560,DISNEY,INDIVIDUAL,SPORTS,49,57.0,1,0,28
1795496,20281005,126015350,STAN,INDIVIDUAL,SPORTS,44,56.0,4,0,10
2008712,15635471,1120715,DISNEY,INDIVIDUAL,SPORTS,134,60.0,1,0,14
949418,600753,8890559,NETFLIX,INDIVIDUAL,ENTERTAINMENT,87,47.0,2,0,8
1848413,20822923,7062629,STAN,INDIVIDUAL,ENTERTAINMENT,39,50.0,2,0,27
1920733,2637779,11819237,AMAZON PRIME,INDIVIDUAL,SPORTS,110,42.0,2,0,12
1953928,5453897,1932365,STAN,INDIVIDUAL,ENTERTAINMENT,148,75.0,2,0,27
2093576,24385493,151609676,STAN,INDIVIDUAL,SPORTS,9,49.0,2,0,0
1882764,13961693,11162897,NETFLIX,INDIVIDUAL,SPORTS,111,64.0,1,0,0
2305094,21345097,161206565,DISNEY,INDIVIDUAL,SPORTS,34,62.0,1,0,16
113003,23059183,165789203,STAN,INDIVIDUAL,ENTERTAINMENT,19,56.0,2,0,0
1492671,19647589,9488696,NETFLIX,INDIVIDUAL,ENTERTAINMENT,49,55.0,2,0,8
2313394,23152565,161783033,NETFLIX,INDIVIDUAL,SPORTS,19,22.0,2,0,0
830069,24144109,168177815,NETFLIX,INDIVIDUAL,SPORTS,11,28.0,1,0,0
1344934,1766255,12301778,AMAZON PRIME,INDIVIDUAL,ENTERTAINMENT,148,51.0,1,0,23
427149,19846761,764234,NETFLIX,INDIVIDUAL,SPORTS,47,72.0,2,0,28
720515,10652909,4100954,NETFLIX,INDIVIDUAL,SPORTS,80,56.0,2,0,25
13953,21554205,161792840,NETFLIX,INDIVIDUAL,SPORTS,33,34.0,3,0,0
1414550,24878391,170781140,STAN,INDIVIDUAL,SPORTS,5,63.0,3,0,0
867864,14535157,17895944,STAN,INDIVIDUAL,SPORTS,146,81.0,1,0,40
1280042,3808989,293840,NETFLIX,INDIVIDUAL,SPORTS,113,76.0,1,0,17
1369991,11987723,14366744,AMAZON PRIME,INDIVIDUAL,SPORTS,146,47.0,3,0,15
372969,4270389,4182221,NETFLIX,INDIVIDUAL,SPORTS,111,89.0,1,0,0
153984,13260705,14706074,STAN,INDIVIDUAL,SPORTS,146,92.0,1,0,0
418699,2494281,12608996,DISNEY,INDIVIDUAL,SPORTS,71,59.0,1,1,16
1714510,21089415,155695790,NETFLIX,INDIVIDUAL,ENTERTAINMENT,37,43.0,2,0,0
1933120,18695981,17719865,STAN,INDIVIDUAL,ENTERTAINMENT,56,70.0,2,0,22
399827,22405597,164152463,NETFLIX,INDIVIDUAL,ENTERTAINMENT,28,26.0,2,0,8
305760,6261343,10534223,STAN,INDIVIDUAL,ENTERTAINMENT,131,66.0,2,0,28
938188,25200917,173510462,NETFLIX,INDIVIDUAL,ENTERTAINMENT,3,30.0,4,0,16
1608840,22549965,164507843,STAN,INDIVIDUAL,ENTERTAINMENT,24,37.0,2,0,13
240950,23595363,20785976,NETFLIX,FAMILY ACCT,ENTERTAINMENT,12,,164,0,36
449731,14321149,11855468,NETFLIX,INDIVIDUAL,SPORTS,87,73.0,1,0,0
2313046,23109517,165953825,NETFLIX,INDIVIDUAL,SPORTS,21,53.0,1,1,0
802088,7239393,19266188,NETFLIX,INDIVIDUAL,SPORTS,148,53.0,2,0,28
194111,19464685,16351535,STAN,INDIVIDUAL,ENTERTAINMENT,48,77.0,2,0,34
606760,23039523,124404044,PARAMOUNT,INDIVIDUAL,ENTERTAINMENT,20,32.0,2,0,8
327860,7105521,14940356,NETFLIX,INDIVIDUAL,SPORTS,112,78.0,1,0,4
1920830,22123859,12141725,NETFLIX,INDIVIDUAL,ENTERTAINMENT,27,78.0,2,0,8
1975461,10872299,14642732,STAN,INDIVIDUAL,ENTERTAINMENT,147,72.0,2,0,16
1249147,23991657,167728103,STAN,INDIVIDUAL,ENTERTAINMENT,12,45.0,2,0,30
1984585,22711333,6741059,NETFLIX,INDIVIDUAL,SPORTS,22,28.0,2,0,0
2205100,23511359,166808411,NETFLIX,INDIVIDUAL,ENTERTAINMENT,16,25.0,2,0,21
1587720,20011695,125095100,NETFLIX,INDIVIDUAL,SPORTS,46,51.0,2,0,0
485689,613009,1309208,DISNEY,INDIVIDUAL,SPORTS,112,32.0,1,1,4
2027054,16948329,5053034,NETFLIX,INDIVIDUAL,ENTERTAINMENT,70,42.0,2,0,8
1058492,13263247,270806,NETFLIX,FAMILY ACCT,SPORTS,111,,1,0,18
1910713,24237605,15501929,NETFLIX,INDIVIDUAL,SPORTS,11,40.0,2,0,0
